activity_year,lei,derived_msa_md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open_end_line_of_credit,business_or_commercial_purpose,loan_amount,combined_loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,loan_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,income,debt_to_income_ratio,applicant_credit_score_type,co_applicant_credit_score_type,applicant_ethnicity_1,co_applicant_ethnicity_1,applicant_ethnicity_observed,co_applicant_ethnicity_observed,applicant_race_1,co_applicant_race_1,applicant_race_observed,co_applicant_race_observed,applicant_sex,co_applicant_sex,applicant_sex_observed,co_applicant_sex_observed,applicant_age,co_applicant_age,applicant_age_above_62,co_applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus_1,denial_reason_1,denial_reason_2,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units,debt_to_income_ratio_parsed,applicant_age_num,rate_spread_missing_flag,approved_flag
2024,WWB2V0FCW3A0EE3ZJN75,25540,CT,9110,9110492300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,2,2,2,1,2,55000,82.94,6.99,-1.24,2,360,1.0,2,1,2,2,345000.0,1,1,3,5,1,99.0,50%-60%,12,10,3.0,5.0,2,4,6.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,6118,38.28,123800,82.0,1719,2284,62,55.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,44300,PA,42027,42027010600,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,31,1,2,1,2,55000,25.64,6.99,-1.29,2,360,1.0,2,1,2,2,195000.0,1,1,3,5,1,100.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,2,2,2,65-74,>74,Yes,Yes,1,1,6,10,3.0,3854,4.93,108200,74.0,1228,1638,47,41.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35084,NJ,34013,34013010800,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Asian,Joint,3,0,2,1,2,2,2,1,2,285000,83.48,9.09,0.87,3,360,1.0,2,2,2,2,865000.0,1,1,3,5,2,36.0,>60%,12,12,2.0,2.0,2,2,21.0,21.0,2,2,2,1,2,2,35-44,45-54,No,No,1,1,6,1,4.0,2712,99.23,133300,38.0,225,808,0,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103122604,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,1,2,35000,96.45,6.99,-1.24,2,360,1.0,2,1,2,2,485000.0,1,1,3,5,1,109.0,45,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4076,46.54,156200,106.0,1007,1156,61,45.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,28880,NY,36027,36027050103,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,65000,60.9,6.99,-1.23,2,360,1.0,2,1,2,2,805000.0,1,1,3,5,1,173.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,10,3.0,5482,22.75,114800,136.0,1827,1917,43,33.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,47930,CT,9140,9140348123,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,105000,58.57,6.99,-1.23,2,360,1.0,2,1,2,2,355000.0,1,1,3,5,1,99.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5686,13.23,107000,152.0,1971,2091,40,33.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001040201,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,1,0,2,1,4,2,2,1,2,35000,70.88,6.99,-1.22,2,360,1.0,2,1,2,2,275000.0,1,1,3,5,1,61.0,43,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5446,39.52,91300,111.0,1182,1727,29,43.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15980,FL,12071,12071010107,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,55000,67.0,9.09,0.87,3,360,1.0,2,2,2,2,305000.0,1,1,3,5,1,23.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,1,3.0,3620,44.23,88800,107.0,818,959,16,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24031,24031700315,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,0,2,1,4,2,2,1,2,175000,80.0,6.99,-1.16,2,360,1.0,2,1,2,2,625000.0,1,1,3,5,1,279.0,20%-<30%,12,12,1.0,1.0,2,2,6.0,5.0,2,2,2,6,2,2,55-64,65-74,No,Yes,1,1,6,10,3.0,6324,71.54,155800,151.0,1604,1691,15,25.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029008900,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,1,2,1,2,105000,24.1,9.09,0.87,3,360,1.0,2,2,2,2,415000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,4200,10.74,96900,129.0,1362,1725,68,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36105,36105951701,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,105000,79.22,6.99,-1.24,2,360,1.0,2,1,2,2,455000.0,1,1,3,5,1,153.0,41,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,55-64,55-64,No,No,1,1,6,10,3.0,3443,31.34,83800,160.0,1135,2212,48,41.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,10580,NY,36093,36093032404,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,55000,64.08,6.99,-1.23,2,360,1.0,2,1,2,2,285000.0,1,1,3,5,1,85.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,6675,11.34,117800,98.0,1599,2393,50,55.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,46540,NY,36065,36065021202,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,2,2,1,2,25000,56.94,6.99,-1.23,2,360,1.0,2,1,2,2,165000.0,1,1,3,5,1,87.0,38,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3271,73.04,87900,77.0,639,1054,0,38.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36123,36123150101,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Free Form Text Only,Male,3,0,2,1,4,1,2,1,2,15000,12.0,9.09,0.87,3,360,1.0,2,2,2,2,125000.0,1,1,3,5,1,99.0,__MISSING__,12,10,1.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,3,3.0,3441,7.35,83800,95.0,1052,1786,77,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133022801,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Joint,1,0,2,1,2,1,2,1,2,105000,36.76,6.99,-1.22,2,360,1.0,2,1,2,2,275000.0,1,1,3,5,1,147.0,<20%,12,12,2.0,2.0,2,2,6.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,4556,12.77,105100,114.0,1320,1594,45,41.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,39740,PA,42011,42011010602,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,395000,85.98,6.99,-1.24,2,360,1.0,2,2,2,2,905000.0,1,1,3,5,1,539.0,<20%,12,12,1.0,1.0,2,2,5.0,5.0,2,2,1,1,2,2,55-64,45-54,Yes,No,1,1,6,10,3.0,6230,17.14,93700,143.0,2056,2210,26,41.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40060,VA,51087,51087201701,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Black or African American,Female,3,0,2,1,2,1,2,1,2,25000,8.0,9.09,0.87,3,360,1.0,2,2,2,2,255000.0,1,1,3,5,1,99.0,__MISSING__,12,10,2.0,5.0,2,4,3.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,3837,35.44,110000,71.0,885,1497,63,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,41540,MD,24045,24045010400,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,55000,77.72,9.09,0.87,3,360,1.0,2,2,2,2,345000.0,1,1,3,5,1,95.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,1,3.0,7600,31.16,85800,149.0,1339,2194,44,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103123701,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Sex Not Available,3,0,2,1,4,2,2,1,2,25000,73.64,9.09,0.87,3,360,1.0,2,2,2,2,575000.0,1,1,3,5,1,91.0,50%-60%,12,10,3.0,5.0,2,4,6.0,8.0,2,4,3,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,1,3.0,7050,81.76,156200,66.0,1244,1814,49,55.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103159700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Male,1,0,2,1,2,2,2,1,2,145000,85.2,6.99,-1.23,2,360,1.0,2,1,2,2,685000.0,1,1,3,5,1,163.0,48,12,10,3.0,5.0,2,4,6.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2143,18.76,156200,137.0,602,822,63,48.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35084,NJ,34039,34039032401,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,165000,78.02,9.09,0.87,3,360,1.0,2,2,2,2,475000.0,1,1,3,5,1,117.0,>60%,12,10,1.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,1,3.0,4340,78.09,133300,69.0,865,1493,68,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,25180,MD,24043,24043000301,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,55000,56.18,6.99,-1.33,2,360,1.0,2,1,2,2,225000.0,1,1,3,5,1,37.0,47,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3617,27.95,84200,74.0,690,1327,67,47.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36063,36063022100,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,2,2,2,1,2,15000,53.89,9.09,0.87,3,360,1.0,2,2,2,2,185000.0,1,1,3,5,1,63.0,30%-<36%,12,10,3.0,5.0,2,4,6.0,8.0,2,4,2,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,9,3.0,2201,16.36,96900,89.0,872,930,69,33.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,28880,NY,36071,36071010602,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,75000,77.2,6.99,-1.22,2,360,1.0,2,1,2,2,355000.0,1,1,3,5,1,83.0,50%-60%,12,12,2.0,2.0,1,1,5.0,5.0,1,1,2,1,1,1,35-44,45-54,No,No,1,1,6,10,3.0,3772,26.62,114800,91.0,967,1414,55,55.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103147402,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,255000,48.86,9.09,0.87,3,360,1.0,2,2,2,2,2045000.0,1,1,3,5,1,300.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,1,4,1,5,2,4,55-64,__MISSING__,Yes,__MISSING__,1,1,6,9,1.0,3663,11.0,156200,120.0,1206,1331,60,55.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9120,9120081300,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,205000,68.85,6.99,-1.22,2,360,1.0,2,1,2,2,655000.0,1,1,3,5,1,200.0,30%-<36%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,45-54,45-54,No,No,1,1,6,10,3.0,5019,22.73,146500,93.0,1795,2047,43,33.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,28880,NY,36027,36027050203,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,3,0,2,1,2,2,2,1,2,25000,52.14,9.09,0.87,3,360,1.0,2,2,2,2,375000.0,1,1,3,5,1,65.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,9,1.0,5212,25.21,114800,106.0,1516,1810,43,55.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,23224,MD,24031,24031701417,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Black or African American,Sex Not Available,3,0,2,1,2,1,2,1,2,55000,9.09,9.09,0.87,3,360,1.0,2,2,2,2,555000.0,1,1,3,5,1,99.0,__MISSING__,12,10,3.0,5.0,2,4,3.0,8.0,2,4,3,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,3,3.0,6168,88.51,155800,55.0,619,657,31,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,41540,MD,24045,24045010605,NC,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,Race Not Available,Male,3,0,2,1,1,2,2,1,2,545000,126.68,9.09,0.87,3,360,1.0,2,2,2,2,965000.0,1,1,3,5,1,652.0,37,12,10,2.0,5.0,2,4,6.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,4,9.0,4272,15.33,85800,161.0,1356,1503,36,37.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055013401,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,1,2,1,2,35000,15.23,9.09,0.87,3,360,1.0,2,2,2,2,195000.0,1,1,3,5,1,15.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,1,3.0,3906,30.52,98700,68.0,661,1657,48,41.0,70.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103158407,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,35000,75.2,6.99,-1.23,2,360,1.0,2,1,2,2,425000.0,1,1,3,5,1,103.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5880,19.17,156200,98.0,1481,2096,54,55.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36063,36063024101,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,35000,73.85,6.99,-1.24,2,360,1.0,2,1,2,2,255000.0,1,1,3,5,1,98.0,20%-<30%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3700,7.68,96900,110.0,1363,1587,55,25.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,45060,NY,36067,36067015702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Sex Not Available,3,0,2,1,2,1,2,1,2,65000,43.95,9.09,0.87,3,360,1.0,2,2,2,2,135000.0,1,1,3,5,1,99.0,__MISSING__,12,10,3.0,5.0,2,4,5.0,8.0,2,4,3,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,3,3.0,4735,15.73,94800,174.0,1566,1804,43,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,15380,NY,36029,36029010600,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,4,2,2,1,2,15000,83.31,6.99,-1.24,2,360,1.0,2,1,2,2,215000.0,1,1,3,5,1,84.0,50%-60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,25-34,25-34,No,No,1,1,6,10,3.0,2581,23.01,96900,81.0,707,1067,66,55.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,PA,42107,42107003000,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,31,1,2,1,2,155000,34.32,6.99,-1.23,2,360,1.0,2,2,2,2,435000.0,1,1,3,5,1,713.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,5417,6.85,81400,171.0,1914,2312,46,41.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,12580,MD,24005,24005411404,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,2,2,1,2,105000,85.99,6.99,-1.33,2,360,1.0,2,1,2,2,345000.0,1,1,3,5,1,109.0,39,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,3738,27.72,122200,109.0,1187,1324,38,39.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133023904,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,2,2,2,1,2,15000,35.9,9.09,0.87,3,360,1.0,2,2,2,2,435000.0,1,1,3,5,1,33.0,>60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,1,3.0,4169,7.8,105100,147.0,1581,1649,29,41.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,35004,NY,36103,36103201008,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,31,2,2,1,2,255000,36.36,6.99,-1.1,2,360,1.0,2,1,2,2,2905000.0,1,1,3,5,1,300.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,45-54,__MISSING__,No,__MISSING__,1,1,6,10,3.0,2294,27.68,156200,120.0,647,1887,40,55.0,50.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001042802,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,4,2,2,1,2,75000,76.5,6.99,-1.14,2,360,1.0,2,1,2,2,635000.0,1,1,3,5,1,193.0,30%-<36%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,10,3.0,5612,30.2,91300,121.0,1620,2330,28,33.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,49620,PA,42133,42133020802,C,Conventional:First Lien,Single Family (1-4 Units):Manufactured,Not Hispanic or Latino,White,Male,1,0,2,1,31,1,2,1,2,125000,65.79,6.99,-1.33,2,360,1.0,2,1,2,2,195000.0,2,1,1,1,1,39.0,50%-60%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,65-74,__MISSING__,Yes,__MISSING__,1,1,6,10,3.0,4754,27.39,105100,113.0,1577,1806,20,55.0,70.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,PA,42109,42109070200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,White,Male,1,0,2,1,2,2,2,1,2,25000,68.4,6.99,-1.33,2,360,1.0,2,1,2,2,245000.0,1,1,3,5,1,30.0,50%-60%,12,10,3.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,7689,7.27,81400,115.0,2560,3171,30,55.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055002200,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Ethnicity Not Available,Race Not Available,Female,3,0,2,1,2,2,2,1,2,35000,76.86,9.09,0.87,3,360,1.0,2,2,2,2,165000.0,1,1,3,5,1,47.0,>60%,12,10,3.0,5.0,2,4,6.0,8.0,2,4,2,5,2,4,35-44,__MISSING__,No,__MISSING__,1,1,6,1,2.0,3044,84.3,98700,49.0,297,1015,0,41.0,40.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,11020,PA,42013,42013011400,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,3,0,2,1,31,1,2,1,2,45000,30.77,9.09,0.87,3,360,1.0,2,2,2,2,135000.0,1,1,3,5,1,50.0,<20%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,>74,__MISSING__,Yes,__MISSING__,1,1,6,9,3.0,2384,5.37,86900,92.0,834,1105,0,41.0,80.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,13780,NY,36007,36007012702,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Female,1,0,2,1,2,1,2,1,2,65000,30.0,6.99,-1.24,2,360,1.0,2,1,2,2,205000.0,1,1,3,5,1,55.0,37,12,10,2.0,5.0,2,4,5.0,8.0,2,4,2,5,2,4,25-34,__MISSING__,No,__MISSING__,1,1,6,10,3.0,4617,10.09,88700,137.0,1566,1929,56,37.0,30.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,20100,DE,10001,10001040100,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Male,1,0,2,1,2,1,2,1,2,105000,22.47,6.99,-1.24,2,360,1.0,2,1,2,2,445000.0,1,1,3,5,1,111.0,<20%,12,10,2.0,5.0,2,4,5.0,8.0,2,4,1,5,2,4,55-64,__MISSING__,No,__MISSING__,1,1,6,10,3.0,7315,19.26,91300,108.0,2067,2849,26,41.0,60.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,99999,NY,36105,36105950701,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,75000,639.94,9.09,0.87,3,360,1.0,2,2,2,2,25000.0,1,1,3,5,1,249.0,<20%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,1,2,2,25-34,25-34,No,No,1,1,6,3,4.0,3215,50.79,83800,57.0,259,923,68,41.0,30.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,40380,NY,36055,36055014501,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,4,2,2,1,2,25000,41.51,9.09,0.87,3,360,1.0,2,2,2,2,455000.0,1,1,3,5,1,180.0,>60%,12,12,2.0,2.0,2,2,5.0,5.0,2,2,2,6,2,2,45-54,45-54,No,No,1,1,6,1,3.0,4550,16.33,98700,106.0,1824,1861,43,41.0,50.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,14860,CT,9190,9190230501,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,1,2,2,1,2,135000,85.99,6.99,-1.33,2,360,1.0,2,1,2,2,365000.0,1,1,3,5,1,142.0,47,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,35-44,35-44,No,No,1,1,6,10,3.0,3942,15.25,146500,129.0,1407,1658,39,47.0,40.0,0,1
2024,WWB2V0FCW3A0EE3ZJN75,48864,MD,24015,24015030907,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,3,0,2,1,2,2,2,1,2,55000,20.99,9.09,0.87,3,360,1.0,2,2,2,2,255000.0,1,1,3,5,1,185.0,43,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,55-64,55-64,No,No,1,1,6,3,3.0,4376,20.41,111300,101.0,1047,1640,21,43.0,60.0,1,0
2024,WWB2V0FCW3A0EE3ZJN75,99999,MD,24047,24047950700,C,Conventional:Subordinate Lien,Single Family (1-4 Units):Site-Built,Not Hispanic or Latino,White,Joint,1,0,2,1,2,2,2,1,2,155000,63.46,6.99,-1.24,2,360,1.0,2,1,2,2,465000.0,1,1,3,5,1,128.0,46,12,12,2.0,2.0,2,2,5.0,5.0,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,10,3.0,2495,9.62,87900,117.0,956,2187,31,46.0,70.0,0,1
